path,title,page_type,status,browser_compat,course,day,lesson,depth,note
Web/JavaScript/Reference/Global_Objects/Intl/PluralRules/resolvedOptions,Intl.PluralRules.prototype.resolvedOptions(),javascript-instance-method,,javascript.builtins.Intl.PluralRules.resolvedOptions,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/PluralRules/select,Intl.PluralRules.prototype.select(),javascript-instance-method,,javascript.builtins.Intl.PluralRules.select,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/PluralRules/selectRange,Intl.PluralRules.prototype.selectRange(),javascript-instance-method,,javascript.builtins.Intl.PluralRules.selectRange,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/PluralRules/supportedLocalesOf,Intl.PluralRules.supportedLocalesOf(),javascript-static-method,,javascript.builtins.Intl.PluralRules.supportedLocalesOf,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/RelativeTimeFormat,Intl.RelativeTimeFormat,javascript-class,,javascript.builtins.Intl.RelativeTimeFormat,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/RelativeTimeFormat/format,Intl.RelativeTimeFormat.prototype.format(),javascript-instance-method,,javascript.builtins.Intl.RelativeTimeFormat.format,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/RelativeTimeFormat/formatToParts,Intl.RelativeTimeFormat.prototype.formatToParts(),javascript-instance-method,,javascript.builtins.Intl.RelativeTimeFormat.formatToParts,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/RelativeTimeFormat/RelativeTimeFormat,Intl.RelativeTimeFormat() constructor,javascript-constructor,,javascript.builtins.Intl.RelativeTimeFormat.RelativeTimeFormat,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/RelativeTimeFormat/resolvedOptions,Intl.RelativeTimeFormat.prototype.resolvedOptions(),javascript-instance-method,,javascript.builtins.Intl.RelativeTimeFormat.resolvedOptions,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/RelativeTimeFormat/supportedLocalesOf,Intl.RelativeTimeFormat.supportedLocalesOf(),javascript-static-method,,javascript.builtins.Intl.RelativeTimeFormat.supportedLocalesOf,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Segmenter,Intl.Segmenter,javascript-class,,javascript.builtins.Intl.Segmenter,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Segmenter/resolvedOptions,Intl.Segmenter.prototype.resolvedOptions(),javascript-instance-method,,javascript.builtins.Intl.Segmenter.resolvedOptions,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Segmenter/segment,Intl.Segmenter.prototype.segment(),javascript-instance-method,,javascript.builtins.Intl.Segmenter.segment,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Segmenter/segment/Segments,Segments,javascript-class,,javascript.builtins.Intl.Segments,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Segmenter/segment/Segments/containing,Segments.prototype.containing(),javascript-instance-method,,javascript.builtins.Intl.Segments.containing,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Segmenter/segment/Segments/Symbol.iterator,Segments.prototype[Symbol.iterator](),javascript-instance-method,,javascript.builtins.Intl.Segments.@@iterator,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Segmenter/Segmenter,Intl.Segmenter() constructor,javascript-constructor,,javascript.builtins.Intl.Segmenter.Segmenter,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/Segmenter/supportedLocalesOf,Intl.Segmenter.supportedLocalesOf(),javascript-static-method,,javascript.builtins.Intl.Segmenter.supportedLocalesOf,,,,,
Web/JavaScript/Reference/Global_Objects/Intl/supportedValuesOf,Intl.supportedValuesOf(),javascript-static-method,,javascript.builtins.Intl.supportedValuesOf,,,,,
Web/JavaScript/Reference/Global_Objects/isFinite,isFinite(),javascript-function,,javascript.builtins.isFinite,,,,,
Web/JavaScript/Reference/Global_Objects/isNaN,isNaN(),javascript-function,,javascript.builtins.isNaN,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator,Iterator,javascript-class,,javascript.builtins.Iterator,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/chunks,Iterator.prototype.chunks(),javascript-instance-method,experimental,javascript.builtins.Iterator.chunks,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/concat,Iterator.concat(),javascript-static-method,,javascript.builtins.Iterator.concat,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/drop,Iterator.prototype.drop(),javascript-instance-method,,javascript.builtins.Iterator.drop,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/every,Iterator.prototype.every(),javascript-instance-method,,javascript.builtins.Iterator.every,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/filter,Iterator.prototype.filter(),javascript-instance-method,,javascript.builtins.Iterator.filter,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/find,Iterator.prototype.find(),javascript-instance-method,,javascript.builtins.Iterator.find,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/flatMap,Iterator.prototype.flatMap(),javascript-instance-method,,javascript.builtins.Iterator.flatMap,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/forEach,Iterator.prototype.forEach(),javascript-instance-method,,javascript.builtins.Iterator.forEach,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/from,Iterator.from(),javascript-static-method,,javascript.builtins.Iterator.from,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/includes,Iterator.prototype.includes(),javascript-instance-method,,javascript.builtins.Iterator.includes,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/Iterator,Iterator() constructor,javascript-constructor,,javascript.builtins.Iterator.Iterator,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/join,Iterator.prototype.join(),javascript-instance-method,,javascript.builtins.Iterator.join,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/map,Iterator.prototype.map(),javascript-instance-method,,javascript.builtins.Iterator.map,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/reduce,Iterator.prototype.reduce(),javascript-instance-method,,javascript.builtins.Iterator.reduce,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/some,Iterator.prototype.some(),javascript-instance-method,,javascript.builtins.Iterator.some,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/Symbol.dispose,Iterator.prototype[Symbol.dispose](),javascript-instance-method,,javascript.builtins.Iterator.@@dispose,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/Symbol.iterator,Iterator.prototype[Symbol.iterator](),javascript-instance-method,,javascript.builtins.Iterator.@@iterator,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/take,Iterator.prototype.take(),javascript-instance-method,,javascript.builtins.Iterator.take,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/toArray,Iterator.prototype.toArray(),javascript-instance-method,,javascript.builtins.Iterator.toArray,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/windows,Iterator.prototype.windows(),javascript-instance-method,experimental,javascript.builtins.Iterator.windows,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/zip,Iterator.zip(),javascript-static-method,,javascript.builtins.Iterator.zip,,,,,
Web/JavaScript/Reference/Global_Objects/Iterator/zipKeyed,Iterator.zipKeyed(),javascript-static-method,,javascript.builtins.Iterator.zipKeyed,,,,,
Web/JavaScript/Reference/Global_Objects/JSON,JSON,javascript-namespace,,javascript.builtins.JSON,,,,,
Web/JavaScript/Reference/Global_Objects/JSON/isRawJSON,JSON.isRawJSON(),javascript-static-method,,javascript.builtins.JSON.isRawJSON,,,,,
Web/JavaScript/Reference/Global_Objects/JSON/parse,JSON.parse(),javascript-static-method,,javascript.builtins.JSON.parse,,,,,
Web/JavaScript/Reference/Global_Objects/JSON/rawJSON,JSON.rawJSON(),javascript-static-method,,javascript.builtins.JSON.rawJSON,,,,,
Web/JavaScript/Reference/Global_Objects/JSON/stringify,JSON.stringify(),javascript-static-method,,javascript.builtins.JSON.stringify,,,,,
Web/JavaScript/Reference/Global_Objects/Map,Map,javascript-class,,javascript.builtins.Map,,,,,
Web/JavaScript/Reference/Global_Objects/Map/clear,Map.prototype.clear(),javascript-instance-method,,javascript.builtins.Map.clear,,,,,
Web/JavaScript/Reference/Global_Objects/Map/delete,Map.prototype.delete(),javascript-instance-method,,javascript.builtins.Map.delete,,,,,
Web/JavaScript/Reference/Global_Objects/Map/entries,Map.prototype.entries(),javascript-instance-method,,javascript.builtins.Map.entries,,,,,
Web/JavaScript/Reference/Global_Objects/Map/forEach,Map.prototype.forEach(),javascript-instance-method,,javascript.builtins.Map.forEach,,,,,
Web/JavaScript/Reference/Global_Objects/Map/get,Map.prototype.get(),javascript-instance-method,,javascript.builtins.Map.get,,,,,
Web/JavaScript/Reference/Global_Objects/Map/getOrInsert,Map.prototype.getOrInsert(),javascript-instance-method,,javascript.builtins.Map.getOrInsert,,,,,
Web/JavaScript/Reference/Global_Objects/Map/getOrInsertComputed,Map.prototype.getOrInsertComputed(),javascript-instance-method,,javascript.builtins.Map.getOrInsertComputed,,,,,
Web/JavaScript/Reference/Global_Objects/Map/groupBy,Map.groupBy(),javascript-static-method,,javascript.builtins.Map.groupBy,,,,,
Web/JavaScript/Reference/Global_Objects/Map/has,Map.prototype.has(),javascript-instance-method,,javascript.builtins.Map.has,,,,,
Web/JavaScript/Reference/Global_Objects/Map/keys,Map.prototype.keys(),javascript-instance-method,,javascript.builtins.Map.keys,,,,,
Web/JavaScript/Reference/Global_Objects/Map/Map,Map() constructor,javascript-constructor,,javascript.builtins.Map.Map,,,,,
Web/JavaScript/Reference/Global_Objects/Map/set,Map.prototype.set(),javascript-instance-method,,javascript.builtins.Map.set,,,,,
Web/JavaScript/Reference/Global_Objects/Map/size,Map.prototype.size,javascript-instance-accessor-property,,javascript.builtins.Map.size,,,,,
Web/JavaScript/Reference/Global_Objects/Map/Symbol.iterator,Map.prototype[Symbol.iterator](),javascript-instance-method,,javascript.builtins.Map.@@iterator,,,,,
Web/JavaScript/Reference/Global_Objects/Map/Symbol.species,Map[Symbol.species],javascript-static-accessor-property,,javascript.builtins.Map.@@species,,,,,
Web/JavaScript/Reference/Global_Objects/Map/values,Map.prototype.values(),javascript-instance-method,,javascript.builtins.Map.values,,,,,
Web/JavaScript/Reference/Global_Objects/Math,Math,javascript-namespace,,javascript.builtins.Math,,,,,
Web/JavaScript/Reference/Global_Objects/Math/abs,Math.abs(),javascript-static-method,,javascript.builtins.Math.abs,,,,,
Web/JavaScript/Reference/Global_Objects/Math/acos,Math.acos(),javascript-static-method,,javascript.builtins.Math.acos,,,,,
Web/JavaScript/Reference/Global_Objects/Math/acosh,Math.acosh(),javascript-static-method,,javascript.builtins.Math.acosh,,,,,
Web/JavaScript/Reference/Global_Objects/Math/asin,Math.asin(),javascript-static-method,,javascript.builtins.Math.asin,,,,,
Web/JavaScript/Reference/Global_Objects/Math/asinh,Math.asinh(),javascript-static-method,,javascript.builtins.Math.asinh,,,,,
Web/JavaScript/Reference/Global_Objects/Math/atan,Math.atan(),javascript-static-method,,javascript.builtins.Math.atan,,,,,
Web/JavaScript/Reference/Global_Objects/Math/atan2,Math.atan2(),javascript-static-method,,javascript.builtins.Math.atan2,,,,,
Web/JavaScript/Reference/Global_Objects/Math/atanh,Math.atanh(),javascript-static-method,,javascript.builtins.Math.atanh,,,,,
Web/JavaScript/Reference/Global_Objects/Math/cbrt,Math.cbrt(),javascript-static-method,,javascript.builtins.Math.cbrt,,,,,
Web/JavaScript/Reference/Global_Objects/Math/ceil,Math.ceil(),javascript-static-method,,javascript.builtins.Math.ceil,,,,,
Web/JavaScript/Reference/Global_Objects/Math/clz32,Math.clz32(),javascript-static-method,,javascript.builtins.Math.clz32,,,,,
Web/JavaScript/Reference/Global_Objects/Math/cos,Math.cos(),javascript-static-method,,javascript.builtins.Math.cos,,,,,
Web/JavaScript/Reference/Global_Objects/Math/cosh,Math.cosh(),javascript-static-method,,javascript.builtins.Math.cosh,,,,,
Web/JavaScript/Reference/Global_Objects/Math/E,Math.E,javascript-static-data-property,,javascript.builtins.Math.E,,,,,
Web/JavaScript/Reference/Global_Objects/Math/exp,Math.exp(),javascript-static-method,,javascript.builtins.Math.exp,,,,,
Web/JavaScript/Reference/Global_Objects/Math/expm1,Math.expm1(),javascript-static-method,,javascript.builtins.Math.expm1,,,,,
Web/JavaScript/Reference/Global_Objects/Math/f16round,Math.f16round(),javascript-static-method,,javascript.builtins.Math.f16round,,,,,
Web/JavaScript/Reference/Global_Objects/Math/floor,Math.floor(),javascript-static-method,,javascript.builtins.Math.floor,,,,,
Web/JavaScript/Reference/Global_Objects/Math/fround,Math.fround(),javascript-static-method,,javascript.builtins.Math.fround,,,,,
Web/JavaScript/Reference/Global_Objects/Math/hypot,Math.hypot(),javascript-static-method,,javascript.builtins.Math.hypot,,,,,
Web/JavaScript/Reference/Global_Objects/Math/imul,Math.imul(),javascript-static-method,,javascript.builtins.Math.imul,,,,,
Web/JavaScript/Reference/Global_Objects/Math/LN10,Math.LN10,javascript-static-data-property,,javascript.builtins.Math.LN10,,,,,
Web/JavaScript/Reference/Global_Objects/Math/LN2,Math.LN2,javascript-static-data-property,,javascript.builtins.Math.LN2,,,,,
Web/JavaScript/Reference/Global_Objects/Math/log,Math.log(),javascript-static-method,,javascript.builtins.Math.log,,,,,
Web/JavaScript/Reference/Global_Objects/Math/log10,Math.log10(),javascript-static-method,,javascript.builtins.Math.log10,,,,,
Web/JavaScript/Reference/Global_Objects/Math/LOG10E,Math.LOG10E,javascript-static-data-property,,javascript.builtins.Math.LOG10E,,,,,
Web/JavaScript/Reference/Global_Objects/Math/log1p,Math.log1p(),javascript-static-method,,javascript.builtins.Math.log1p,,,,,
Web/JavaScript/Reference/Global_Objects/Math/log2,Math.log2(),javascript-static-method,,javascript.builtins.Math.log2,,,,,
Web/JavaScript/Reference/Global_Objects/Math/LOG2E,Math.LOG2E,javascript-static-data-property,,javascript.builtins.Math.LOG2E,,,,,
Web/JavaScript/Reference/Global_Objects/Math/max,Math.max(),javascript-static-method,,javascript.builtins.Math.max,,,,,
Web/JavaScript/Reference/Global_Objects/Math/min,Math.min(),javascript-static-method,,javascript.builtins.Math.min,,,,,
Web/JavaScript/Reference/Global_Objects/Math/PI,Math.PI,javascript-static-data-property,,javascript.builtins.Math.PI,,,,,
Web/JavaScript/Reference/Global_Objects/Math/pow,Math.pow(),javascript-static-method,,javascript.builtins.Math.pow,,,,,
Web/JavaScript/Reference/Global_Objects/Math/random,Math.random(),javascript-static-method,,javascript.builtins.Math.random,,,,,
Web/JavaScript/Reference/Global_Objects/Math/round,Math.round(),javascript-static-method,,javascript.builtins.Math.round,,,,,
Web/JavaScript/Reference/Global_Objects/Math/sign,Math.sign(),javascript-static-method,,javascript.builtins.Math.sign,,,,,
Web/JavaScript/Reference/Global_Objects/Math/sin,Math.sin(),javascript-static-method,,javascript.builtins.Math.sin,,,,,
Web/JavaScript/Reference/Global_Objects/Math/sinh,Math.sinh(),javascript-static-method,,javascript.builtins.Math.sinh,,,,,
Web/JavaScript/Reference/Global_Objects/Math/sqrt,Math.sqrt(),javascript-static-method,,javascript.builtins.Math.sqrt,,,,,
Web/JavaScript/Reference/Global_Objects/Math/SQRT1_2,Math.SQRT1_2,javascript-static-data-property,,javascript.builtins.Math.SQRT1_2,,,,,
Web/JavaScript/Reference/Global_Objects/Math/SQRT2,Math.SQRT2,javascript-static-data-property,,javascript.builtins.Math.SQRT2,,,,,
Web/JavaScript/Reference/Global_Objects/Math/sumPrecise,Math.sumPrecise(),javascript-static-method,,javascript.builtins.Math.sumPrecise,,,,,
Web/JavaScript/Reference/Global_Objects/Math/tan,Math.tan(),javascript-static-method,,javascript.builtins.Math.tan,,,,,
Web/JavaScript/Reference/Global_Objects/Math/tanh,Math.tanh(),javascript-static-method,,javascript.builtins.Math.tanh,,,,,
Web/JavaScript/Reference/Global_Objects/Math/trunc,Math.trunc(),javascript-static-method,,javascript.builtins.Math.trunc,,,,,
Web/JavaScript/Reference/Global_Objects/NaN,NaN,javascript-global-property,,javascript.builtins.NaN,,,,,
Web/JavaScript/Reference/Global_Objects/Number,Number,javascript-class,,javascript.builtins.Number,,,,,
